trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
199,False,"{'a': 0.5, 'e': 0.017946884291552553}",30,0,-87.62117679500014,"{0: 17, 1: 10, 2: 2, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.0175879466057215}",25,0,16.35226144995216,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.01723618767360707}",25,0,-44.32778287258813,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.01689146392013493}",20,0,28.635087010023195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.01655363464173223}",25,0,-2.1127283140370468,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.016222561948897585}",25,0,-26.30070936036513,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.015898110709919634}",25,0,-22.92441473318818,"{0: 17, 1: 7, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.01558014849572124}",20,0,-0.5341710258530804,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.015268545525806816}",25,0,7.393879647693441,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.014963174615290679}",30,0,-15.411941214080377,"{0: 21, 1: 9, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.014663911122984865}",20,0,7.451052050199843,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.014370632900525168}",25,0,-21.881225288803318,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.014083220242514663}",25,0,18.698551612618754,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.01380155583766437}",30,0,-21.414144938722593,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.013525524720911083}",20,0,-1.3968705096681173,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.01325501422649286}",20,0,-4.535986486804324,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.012989913941963003}",25,0,-33.77110690078545,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.012730115663123744}",35,0,-71.51895850871101,"{0: 21, 1: 12, 2: 0, 3: 2, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.012475513349861267}",20,0,-11.42084981603423,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.012226003082864043}",25,9,1.4572854505896897,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.011981483021206761}",20,0,-16.69886033112502,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.011741853360782626}",25,0,-42.7328667761928,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.011507016293566973}",20,0,-31.67497561949015,"{0: 13, 1: 6, 2: 0, 3: 1, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.011276875967695634}",20,0,8.694862515288087,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.01105133844834172}",20,0,-19.570460682961226,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.010830311679374887}",20,0,3.6729219457625444,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.010613705445787387}",20,0,-8.486067464955736,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.01040143133687164}",20,0,-4.160095781476305,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.010193402710134207}",20,0,8.26050591948322,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.009989534655931522}",20,0,22.40696237073225,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.009789743962812892}",30,0,-4.010536411418514,"{0: 24, 1: 5, 2: 1, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.009593949083556635}",25,0,-45.85416651840765,"{0: 17, 1: 6, 2: 0, 3: 2, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.009402070101885502}",30,0,-70.03485133678303,"{0: 20, 1: 7, 2: 0, 3: 3, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.009214028699847792}",25,0,17.373777267361664,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.009029748125850836}",25,0,-32.522925342611316,"{0: 18, 1: 6, 2: 0, 3: 1, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.008849153163333819}",25,0,-18.23614902262578,"{0: 18, 1: 6, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.008672170100067142}",25,0,3.2663934340478598,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.0084987266980658}",30,0,-4.813075462221135,"{0: 23, 1: 7, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.008328752164104482}",20,0,-2.214713261690317,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.008162177120822393}",35,0,-4.6483317518936635,"{0: 27, 1: 8, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.007998933578405944}",20,0,15.619315884924722,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.007838954906837826}",20,0,-36.80478771805696,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.007682175808701069}",25,0,12.802669549193956,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.007528532292527048}",20,0,-6.545123641444516,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.007377961646676506}",25,0,-38.15153564376179,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.007230402413742976}",25,0,5.821586793288711,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.007085794365468117}",25,0,8.444027014342048,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.006944078478158754}",20,0,-47.23493066202333,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.0068051969085955785}",25,0,-8.311861075530889,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.006669092970423667}",25,0,-12.261984553527759,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.006535711111015194}",30,0,1.3369558102755272,"{0: 23, 1: 7, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.00640499688879489}",20,0,-6.299135888270277,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.0062768969510189915}",25,0,-29.72160184266876,"{0: 18, 1: 6, 2: 0, 3: 1, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.006151359011998612}",30,0,-58.13460816907731,"{0: 20, 1: 9, 2: 0, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.00602833183175864}",20,0,-53.20086921494462,"{0: 13, 1: 6, 2: 0, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.005907765195123467}",25,0,-41.972871581784844,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.005789609891220997}",25,0,-5.416278248631811,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.005673817693396577}",20,0,-12.601146335522348,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.0055603413395286455}",25,0,-6.395073076780293,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.005449134512738073}",20,0,-23.029692334240625,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.005340151822483311}",20,0,-36.058601751594935,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.005233348786033645}",20,0,-20.673895571955192,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.005128681810312972}",25,0,-29.042659824380873,"{0: 16, 1: 8, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.005026108174106712}",25,0,7.665619527590906,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.004925586010624578}",25,0,1.866689844032547,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",25,0,15.722733231174733,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",25,0,-22.89273672857122,"{0: 19, 1: 5, 2: 0, 3: 1, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",25,0,-23.68191341341002,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",25,0,-10.000606792241356,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0.0, 'e': 0.0}",20,0,-0.812320877459392,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0.0, 'e': 0.0}",20,0,-4.4222816250733565,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.0, 'e': 0.0}",20,0,-38.69089985097774,"{0: 12, 1: 7, 2: 0, 3: 1, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",20,0,-28.505953630451067,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",0
9,True,"{'a': 0.0, 'e': 0.0}",20,0,-4.817879707886,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",30,0,-12.180749728692092,"{0: 25, 1: 4, 2: 0, 3: 1, 4: 0}",0
11,True,"{'a': 0.0, 'e': 0.0}",20,0,-1.0276884490461717,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
12,True,"{'a': 0.0, 'e': 0.0}",20,0,8.84677925844473,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0.0, 'e': 0.0}",30,0,-8.863193937331932,"{0: 22, 1: 8, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0.0, 'e': 0.0}",20,0,-16.776615502565456,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0.0, 'e': 0.0}",30,0,-40.438923638778036,"{0: 24, 1: 5, 2: 0, 3: 0, 4: 1}",0
16,True,"{'a': 0.0, 'e': 0.0}",25,0,-0.13511615076356076,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0.0, 'e': 0.0}",20,0,-4.30835752082033,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0.0, 'e': 0.0}",20,0,-69.99850915501379,"{0: 13, 1: 5, 2: 0, 3: 1, 4: 1}",0
19,True,"{'a': 0.0, 'e': 0.0}",30,0,9.435960172245704,"{0: 26, 1: 4, 2: 0, 3: 0, 4: 0}",0
20,True,"{'a': 0.0, 'e': 0.0}",30,0,13.44253709713071,"{0: 26, 1: 4, 2: 0, 3: 0, 4: 0}",0
