acc,loss,val_acc,val_loss,epoch
0.00813096270598439,5.0164978369773205,0.006172839552164078,4.759273529052734,0
0.013768430182133565,4.824487904931604,0.022633744403719902,4.701198101043701,1
0.015936686903729402,4.755234124447507,0.012345678173005581,4.646059036254883,2
0.02168256721595837,4.694281607013315,0.039094649255275726,4.573984146118164,3
0.03339115351257589,4.610573245873166,0.1008230522274971,4.451300621032715,4
0.04607545533391154,4.502256391364806,0.08641974627971649,4.309854030609131,5
0.05398959236773634,4.384170973910938,0.0905349925160408,4.155550003051758,6
0.06418039895923677,4.255417623213861,0.09670780599117279,4.020503997802734,7
0.0812012142237641,4.122506748358271,0.1460905224084854,3.8676939010620117,8
0.09789679098005204,3.988847252191509,0.14814813435077667,3.6996922492980957,9
0.11166522116218561,3.849554340216975,0.19341564178466797,3.5692286491394043,10
0.12911968777103208,3.72673519983151,0.20370370149612427,3.4325852394104004,11
0.14798352124891587,3.621289988134803,0.2078189104795456,3.333993911743164,12
0.1579575021682567,3.5075426014836517,0.2469135969877243,3.2004456520080566,13
0.17714657415437987,3.4005658041365954,0.2921810746192932,3.0884833335876465,14
0.1927580225498699,3.29926150711536,0.29629629850387573,2.991591691970825,15
0.2086947094535993,3.206833371677713,0.2880658507347107,2.914944887161255,16
0.22777536860364267,3.127387478986411,0.32510286569595337,2.8210513591766357,17
0.24826539462272332,3.047680009889892,0.3436214029788971,2.748145341873169,18
0.25195143104943624,2.961307346562355,0.33127573132514954,2.6715283393859863,19
0.2664787510841284,2.8929628316775053,0.38683128356933594,2.598813056945801,20
0.2728751084128361,2.838263398962029,0.41769546270370483,2.5241498947143555,21
0.2913052905464007,2.7700899749451477,0.4094650149345398,2.449566125869751,22
0.3138551604509974,2.6941244624949285,0.47325098514556885,2.386531114578247,23
0.3313096270598439,2.6351959777726157,0.46913576126098633,2.340369939804077,24
0.3323937554206418,2.5786481610816763,0.47736623883247375,2.300750255584717,25
0.3549436253252385,2.504500934174034,0.508230447769165,2.2178196907043457,26
0.35700346921075454,2.4762762930738544,0.4938271641731262,2.168635845184326,27
0.37196444058976585,2.4166316039026663,0.508230447769165,2.1255717277526855,28
0.38323937554206416,2.3636223908000065,0.5061728358268738,2.0840306282043457,29
0.39483954900260193,2.3205162997051416,0.5349794030189514,2.0312180519104004,30
0.4052471812662619,2.2718476655683824,0.5144032835960388,2.0011653900146484,31
0.41435385949696446,2.226496449989127,0.5617283582687378,1.9460586309432983,32
0.43104943625325237,2.1910995698864317,0.5679012537002563,1.905280351638794,33
0.44080659150043366,2.148348887278945,0.5534979104995728,1.8844913244247437,34
0.44666088464874243,2.1196141931561936,0.5679012537002563,1.8612412214279175,35
0.4629228100607112,2.075259188828216,0.5946502685546875,1.836240291595459,36
0.4732220294882914,2.042874508491311,0.5781893730163574,1.799936056137085,37
0.48308759757155245,1.998645502489128,0.5823045969009399,1.770920753479004,38
0.4906764960971379,1.960945627116578,0.5823044776916504,1.7435812950134277,39
0.4970728534258456,1.9350277815088437,0.6028807163238525,1.6917870044708252,40
0.5041196877710321,1.9008639166898966,0.6152263879776001,1.6575218439102173,41
0.5214657415437988,1.865140045195792,0.6111111640930176,1.64409601688385,42
0.5168039895923677,1.834294427092553,0.6213992238044739,1.607107400894165,43
0.5236339982653946,1.8168962862009808,0.6193416118621826,1.5864075422286987,44
0.5330659150043365,1.7876518691816436,0.6255143880844116,1.5649641752243042,45
0.5506287944492628,1.7459761814148862,0.6337448954582214,1.5373157262802124,46
0.5534475281873373,1.7165713468429222,0.6460905075073242,1.524043321609497,47
0.5604943625325238,1.6915909637085582,0.654321014881134,1.4918211698532104,48
0.5711188204683435,1.657976257625292,0.654321014881134,1.456764817237854,49
0.5809843885516045,1.6242755433319964,0.6378600597381592,1.438172698020935,50
0.5888985255854293,1.6072975890282848,0.6419753432273865,1.4210261106491089,51
0.5917172593235039,1.5772036682080932,0.6646090745925903,1.4088407754898071,52
0.5975715524718127,1.5592157824186275,0.6646090745925903,1.3841917514801025,53
0.5987640936686903,1.5360748679970826,0.6728395223617554,1.3534772396087646,54
0.6182784041630529,1.5013338425111895,0.6769547462463379,1.344711422920227,55
0.6220728534258456,1.4830615470849837,0.6851852536201477,1.310101866722107,56
0.6360581092801387,1.4429868361480527,0.6975308656692505,1.2776298522949219,57
0.6392020815264527,1.427919623341027,0.693415641784668,1.2629660367965698,58
0.6308542931483088,1.4248892417289025,0.7037037014961243,1.2452980279922485,59
0.6587163920208152,1.3925899030432325,0.7057613730430603,1.2332103252410889,60
0.659908933217693,1.3737743595632799,0.6954732537269592,1.2308025360107422,61
0.6512359063313097,1.364765546472819,0.6975308656692505,1.1949795484542847,62
0.6659800520381614,1.3314487925841305,0.7201645970344543,1.189231276512146,63
0.6670641803989592,1.3113869777060754,0.7263374924659729,1.167808175086975,64
0.6772549869904597,1.2942370484419108,0.7325102686882019,1.1535965204238892,65
0.6750867302688638,1.2772700426791506,0.7386831045150757,1.1281611919403076,66
0.6918907198612315,1.24455931449288,0.7304526567459106,1.1342109441757202,67
0.677580225498699,1.2555556772898717,0.7242798209190369,1.0987344980239868,68
0.7016478751084129,1.2095309931200064,0.7201645970344543,1.0871927738189697,69
